Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	SumItems	TotalProb	DropChance	Term
Groper (Norm)			1						Act 4 Wraith A	100	hrt	1	eyz	1																		0
Strangler (Norm)			1						Act 4 Wraith B	100	hrt	2	eyz	2																		0
StormCaster (Norm)			1						Act 4 Wraith B	100	hrt	3	eyz	3																		0
Corpulent (Norm)			1						Act 4 H2H A	100	hrt	1	spe	1																		0
CorpseSpitter (Norm)			1						Act 4 H2H A	100	hrt	2	spe	2																		0
MawFiend (Norm)			1						Act 4 H2H B	100	hrt	3	spe	3																		0
DoomKnight (Norm)			1						Act 4 H2H A	100	sol	1	scz	1																		0
AbyssKnight (Norm)			1						Act 4 H2H B	100	sol	2	scz	2																		0
OblivionKnight (Norm)			1						Act 4 H2H B	100	sol	3	scz	3																		0
QuillBear (Norm)			1						Act 1 H2H A	100	hrt	1	qll	1																		0
SpikeGiant (Norm)			1						Act 1 H2H B	100	hrt	2	qll	2																		0
ThornBrute (Norm)			1						Act 1 H2H B	100	hrt	3	qll	3																		0
RazorBeast (Norm)			1						Act 1 H2H C	100	hrt	4	qll	4																		0
GiantUrchin (Norm)			1						Act 2 H2H C	100	hrt	5	qll	5																		0
Balrog (Norm)			1						Act 4 H2H A	100	hrt	1	hrn	1																		0
PitLord (Norm)			1						Act 4 H2H B	100	hrt	2	hrn	2																		0
VenomLord (Norm)			1						Act 4 H2H B	100	hrt	3	hrn	3																		0
Slinger (Norm)			1						Act 2 Miss A	100	hrt	1	tal	1																		0
SpearCat (Norm)			1						Act 2 Miss A	100	hrt	2	tal	2																		0
NightSlinger (Norm)			1						Act 2 Miss B	100	hrt	3	tal	3																		0
HellSlinger (Norm)			1						Act 2 Miss C	100	hrt	4	tal	4																		0
ReturnedMage2 (Norm)			1						Act 1 Cast B	100	sol	1																				0
BoneMage2 (Norm)			1						Act 1 Cast C	100	sol	2																				0
BaalColdMage (Norm)			1						Act 5 Cast A	100	sol	3																				0
HorrorMage2 (Norm)			1						Act 2 Cast B	100	sol	4																				0
ReturnedMage3 (Norm)			1						Act 1 Cast B	100	sol	1																				0
BoneMage3 (Norm)			1						Act 1 Cast C	100	sol	2																				0
BurningDeadMage3 (Norm)			1						Act 2 Cast A	100	sol	3																				0
HorrorMage3 (Norm)			1						Act 2 Cast B	100	sol	4																				0
ReturnedMage4 (Norm)			1						Act 1 Cast B	100	sol	1																				0
BoneMage4 (Norm)			1						Act 1 Cast C	100	sol	2																				0
BurningDeadMage4 (Norm)			1						Act 2 Cast A	100	sol	3																				0
HorrorMage4 (Norm)			1						Act 2 Cast B	100	sol	4																				0
SpearCat2 (Norm)			1						Act 2 Miss A	100	ssp	1	tal	1																		0
RatMan1 (Norm)			1						Act 1 H2H C	100	hrt	1	brz	1																		0
RatMan2 (Norm)			1						Act 3 H2H B	100	hrt	1	brz	1																		0
RotWalker (Norm)			1						Act 5 H2H A	100	sol	1																				0
ReanimatedHorde (Norm)			1						Act 5 H2H B	100	sol	2																				0
ProwlingDead (Norm)			1						Act 5 H2H B	100	sol	3																				0
UnholyCorpse (Norm)			1						Act 5 H2H C	100	sol	4																				0
DefiledWarrior (Norm)			1						Act 5 H2H C	100	sol	5																				0
Siege Beast (Norm)			1						Act 5 H2H C	200	hrt	2	msb	1																		0
CrushBiest (Norm)			1						Act 5 H2H C	200	hrt	4	msb	2																		0
BloodBringer (Norm)			1						Act 5 H2H C	200	hrt	6	msb	3																		0
GoreBearer (Norm)			1						Act 5 H2H C	200	hrt	8	msb	4																		0
DeamonSteed (Norm)			1						Act 5 H2H C	200	hrt	10	msb	5																		0
SnowYeti1 (Norm)			1						Act 5 H2H B	100	hrt	1	scz	1																		0
SnowYeti2 (Norm)			1						Act 5 H2H B	100	hrt	2	scz	2																		0
SnowYeti3 (Norm)			1						Act 5 H2H C	100	hrt	3	scz	3																		0
SnowYeti4 (Norm)			1						Act 5 H2H C	100	hrt	4	scz	4																		0
WolfRider1 (Norm)			1						Act 5 H2H A	100																						0
WolfRider2 (Norm)			1						Act 5 H2H B	100																						0
WolfRider3 (Norm)			1						Act 5 H2H C	100																						0
Minionexp (Norm)			1						Act 5 H2H A	100	hrt	1	fng	1																		0
Slayerexp (Norm)			1						Act 5 H2H A	100	hrt	2	fng	2																		0
IceBoar (Norm)			1						Act 5 H2H B	100	hrt	3	fng	3																		0
FireBoar (Norm)			1						Act 5 H2H B	100	hrt	4	fng	4																		0
HellSpawn (Norm)			1						Act 5 H2H C	100	hrt	5	fng	5																		0
IceSpawn (Norm)			1						Act 5 H2H C	100	hrt	6	fng	6																		0
GreaterHellSpawn (Norm)			1						Act 5 H2H B	100	hrt	7	fng	7																		0
GreaterIceSpawn (Norm)			1						Act 5 H2H B	100	hrt	8	fng	8																		0
Succubusexp (Norm)			1						Act 5 H2H A	100	hrt	1																				0
VileTemptress (Norm)			1						Act 5 H2H B	100	hrt	2																				0
StygianHarlot (Norm)			1						Act 5 H2H B	100	hrt	3																				0
Hell Temptress (Norm)			1						Act 5 H2H C	100	hrt	4																				0
Blood Temptress (Norm)			1						Act 5 H2H C	100	hrt	5																				0
Dominus (Norm)			1						Act 5 Cast A	200	hrt	2																				0
VileWitch (Norm)			1						Act 5 Cast A	200	hrt	4																				0
StygianFury (Norm)			1						Act 5 Cast B	200	hrt	6																				0
Blood Witch (Norm)			1						Act 5 Cast B	200	hrt	8																				0
Hell Witch (Norm)			1						Act 5 Cast C	200	hrt	10																				0
OverSeer (Norm)			1						Act 5 H2H A	100	hrt	1	spe	1																		0
Lasher (Norm)			1						Act 5 H2H A	100	hrt	2	spe	2																		0
OverLord (Norm)			1						Act 5 H2H B	100	hrt	3	spe	3																		0
BloodBoss (Norm)			1						Act 5 H2H B	100	hrt	4	spe	4																		0
HellWhip (Norm)			1						Act 5 H2H C	100	hrt	5	spe	5																		0
MinionSpawner (Norm)			1						Act 5 H2H A	200	scz	1																				0
MinionSlayerSpawner (Norm)			1						Act 5 H2H A	200	scz	1																				0
MinionIce/fireBoarSpawner (Norm)			1						Act 5 H2H B	200	scz	1																				0
Minionice/hellSpawnSpawner (Norm)			1						Act 5 H2H B	200	scz	1																				0
Imp1 (Norm)			1						Act 5 Cast A	100	hrt	1	brz	1																		0
Imp2 (Norm)			1						Act 5 Cast A	100	hrt	2	brz	2																		0
Imp3 (Norm)			1						Act 5 Cast B	100	hrt	3	brz	3																		0
Imp4 (Norm)			1						Act 5 Cast B	100	hrt	4	brz	4																		0
Imp5 (Norm)			1						Act 5 Cast C	100	hrt	5	brz	5																		0
Frozen Horror1 (Norm)			1						Act 5 H2H C	100	hrt	1	wms	1																		0
Frozen Horror2 (Norm)			1						Act 5 H2H C	100	hrt	2	wms	2																		0
Frozen Horror3 (Norm)			1						Act 5 H2H C	100	hrt	3	wms	3																		0
Frozen Horror4 (Norm)			1						Act 5 H2H C	100	hrt	4	wms	4																		0
Frozen Horror5 (Norm)			1						Act 5 H2H C	100	hrt	5	wms	5																		0
Blood Lord1 (Norm)			1						Act 5 H2H A	100	hrt	1	wax	1																		0
Blood Lord2 (Norm)			1						Act 5 H2H B	100	hrt	2	wax	2																		0
Blood Lord3 (Norm)			1						Act 5 H2H C	100	hrt	3	wax	3																		0
Blood Lord4 (Norm)			1						Act 5 H2H C	100	hrt	4	wax	4																		0
Blood Lord5 (Norm)			1						Act 5 H2H C	100	hrt	5	wax	5																		0
Death Mauler1 (Norm)			1						Act 5 H2H A	100	hrt	1	qll	1																		0
Death Mauler2 (Norm)			1						Act 5 H2H A	100	hrt	2	qll	2																		0
Death Mauler3 (Norm)			1						Act 5 H2H B	100	hrt	3	qll	3																		0
Death Mauler4 (Norm)			1						Act 5 H2H B	100	hrt	4	qll	4																		0
Death Mauler5 (Norm)			1						Act 5 H2H C	100	hrt	5	qll	5																		0
Putrid Defiler1 (Norm)			1						Act 5 Cast A	100	hrt	1	opl	1																		0
Putrid Defiler2 (Norm)			1						Act 5 Cast A	100	hrt	2	opl	2																		0
Putrid Defiler3 (Norm)			1						Act 5 Cast B	100	hrt	3	opl	3																		0
Putrid Defiler4 (Norm)			1						Act 5 Cast B	100	hrt	4	opl	4																		0
Putrid Defiler5 (Norm)			1						Act 5 Cast B	100	hrt	5	opl	5																		0
Skeleton (N)			1						Act 1 (N) H2H A	100	sol	1																				0
Returned (N)			1						Act 1 (N) H2H B	100	sol	2																				0
BoneWarrior (N)			1						Act 1 (N) H2H B	100	sol	3																				0
BurningDead (N)			1						Act 2 (N) H2H A	100	sol	4																				0
Horror (N)			1						Act 2 (N) H2H A	100	sol	5																				0
Zombie (N)			1						Act 1 (N) H2H A	100	hrt	1	sol	1																		0
HungryDead (N)			1						Act 1 (N) H2H A	100	hrt	2	sol	2																		0
Ghoul (N)			1						Act 2 (N) H2H C	100	hrt	3	sol	3																		0
DrownedCarcass (N)			1						Act 3 (N) H2H A	100	hrt	5	sol	5																		0
PlagueBearer (N)			1						Act 2 (N) H2H B	100	hrt	4	sol	4																		0
Misshapen (N)			1						Act 1 (N) H2H C	100	hrt	4	sol	4																		0
Disfigured (N)			1						Act 2 (N) H2H C	100	hrt	3	sol	3																		0
Tainted (N)			1						Act 3 (N) H2H C	100	hrt	1	sol	1																		0
Afflicted (N)			1						Act 4 (N) H2H C	100	hrt	2	sol	2																		0
Damned (N)			1						Act 5 (N) H2H C	100	hrt	5	sol	5																		0
FoulCrow (N)			1						Act 1 (N) Cast A	100	hrt	1	tal	1																		0
BloodHawk (N)			1						Act 1 (N) Cast B	100	hrt	2	tal	2																		0
BlackRaptor (N)			1						Act 2 (N) Cast B	100	hrt	3	tal	3																		0
CloudStalker (N)			1						Act 3 (N) Cast A	100	hrt	4	tal	4																		0
Fallen (N)			1						Act 1 (N) H2H A	100	hrt	1	fng	1																		0
Carver (N)			1						Act 1 (N) H2H B	100	hrt	2	fng	2																		0
Devilkin (N)			1						Act 1 (N) H2H B	100	hrt	3	fng	3																		0
DarkOne (N)			1						Act 5 (N) H2H C	100	hrt	5	fng	5																		0
WarpedFallen (N)			1						Act 1 (N) H2H C	100	hrt	4	fng	4																		0
Brute (N)			1						Act 1 (N) H2H B	100	hrt	2	scz	2																		0
Yeti (N)			1						Act 1 (N) H2H C	100	hrt	3	scz	3																		0
Crusher (N)			1						Act 2 (N) H2H C	100	hrt	4	scz	4																		0
WailingBeast (N)			1						Act 3 (N) H2H B	100	hrt	5	scz	5																		0
GargantuanBeast (N)			1						Act 1 (N) H2H A	100	hrt	1	scz	1																		0
SandRaider (N)			1						Act 2 (N) H2H A	100	hrt	1																				0
Marauder (N)			1						Act 2 (N) H2H B	100	hrt	2																				0
Invader (N)			1						Act 2 (N) H2H B	100	hrt	3																				0
Infidel (N)			1						Act 3 (N) H2H A	100	hrt	4																				0
Assailant (N)			1						Act 4 (N) H2H A	100	hrt	5																				0
Ghost (N)			1						Act 1 (N) Wraith B	100	sol	1																				0
Wraith (N)			1						Act 1 (N) Wraith C	100	sol	2																				0
Specter (N)			1						Act 2 (N) Wraith C	100	sol	3																				0
Apparition (N)			1						Act 2 (N) Wraith C	100	sol	4																				0
DarkShape (N)			1						Act 3 (N) Wraith A	100	sol	5																				0
DarkHunter (N)			1						Act 1 (N) H2H A	100	hrt	1																				0
VileHunter (N)			1						Act 1 (N) H2H B	100	hrt	2																				0
DarkStalker (N)			1						Act 1 (N) H2H C	100	hrt	3																				0
BlackRogue (N)			1						Act 1 (N) H2H C	100	hrt	4																				0
FleshHunter (N)			1						Act 3 (N) H2H B	100	hrt	5																				0
DuneBeast (N)			1						Act 2 (N) H2H B	100	hrt	1	fng	1																		0
RockDweller (N)			1						Act 2 (N) H2H B	100	hrt	2	fng	2																		0
JungleHunter (N)			1						Act 3 (N) H2H A	100	hrt	3	fng	3																		0
DoomApe (N)			1						Act 3 (N) H2H A	100	hrt	4	fng	4																		0
TempleGuard (N)			1						Act 3 (N) H2H B	100	hrt	5	fng	5																		0
MoonClan (N)			1						Act 1 (N) H2H C	100	hrt	4	sol	4																		0
NightClan (N)			1						Act 2 (N) H2H C	100	hrt	3	sol	3																		0
BloodClan (N)			1						Act 3 (N) H2H C	100	hrt	1	sol	1																		0
HellClan (N)			1						Act 4 (N) H2H C	100	hrt	2	sol	2																		0
DeathClan (N)			1						Act 5 (N) H2H C	100	hrt	5	sol	5																		0
FallenShaman (N)			1						Act 1 (N) Cast A	100	8ss	1	flg	1																		0
CarverShaman (N)			1						Act 1 (N) Cast B	100	8ss	2	flg	2																		0
DevilkinShaman (N)			1						Act 1 (N) Cast C	100	8ls	3	flg	3																		0
DarkShaman (N)			1						Act 5 (N) Cast C	100	8bs	5	flg	5																		0
WarpedShaman (N)			1						Act 1 (N) Cast C	100	8cs	4	flg	4																		0
QuillRat (N)			1						Quill 1 (N)	100	qll	1																				0
SpikeFiend (N)			1						Quill 2 (N)	100	qll	2																				0
ThornBeast (N)			1						Quill 3 (N)	100	qll	3																				0
RazorSpine (N)			1						Quill 4 (N)	100	qll	4																				0
JungleUrchin (N)			1						Quill 5 (N)	100	qll	5																				0
SandMaggot (N)			1						Act 2 (N) H2H A	100	hrt	1																				0
RockWorm (N)			1						Act 2 (N) H2H A	100	hrt	2																				0
Devourer (N)			1						Act 2 (N) H2H B	100	hrt	3																				0
GiantLamprey (N)			1						Act 2 (N) H2H C	100	hrt	4																				0
WorldKiller (N)			1						Act 4 (N) H2H A	100	hrt	5																				0
TombViper (N)			1						Act 1 (N) H2H C	100	hrt	1	fng	1																		0
ClawViper (N)			1						Act 2 (N) H2H A	100	hrt	2	fng	2																		0
Salamander (N)			1						Act 2 (N) H2H B	100	hrt	3	fng	3																		0
PoisonSpitter (N)			1						Act 3 (N) H2H A	100	hrt	4	fng	4																		0
SerpentMagus (N)			1						Act 3 (N) H2H B	100	hrt	5	fng	5																		0
SandLeaper (N)			1						Act 2 (N) H2H A	100	hrt	1	brz	1																		0
CaveLeaper (N)			1						Act 2 (N) H2H A	100	hrt	2	brz	2																		0
TombCreeper (N)			1						Act 2 (N) H2H B	100	hrt	3	brz	3																		0
TreeLurker (N)			1						Act 3 (N) H2H A	100	hrt	4	brz	4																		0
RazorPitDemon (N)			1						Act 4 (N) H2H A	100	hrt	5	brz	5																		0
Huntress (N)			1						Act 2 (N) H2H A	100	hrt	1	tal	1																		0
SaberCat (N)			1						Act 2 (N) H2H A	100	hrt	2	tal	2																		0
NightTiger (N)			1						Act 2 (N) H2H B	100	hrt	3	tal	3																		0
HellCat (N)			1						Act 2 (N) H2H C	100	hrt	4	tal	4																		0
DungSoldier (N)			1						Act 2 (N) H2H A	100	hrt	1																				0
SandWarrior (N)			1						Act 2 (N) H2H B	100	hrt	2																				0
Scarab (N)			1						Act 2 (N) H2H B	100	hrt	3																				0
SteelWeevil (N)			1						Act 2 (N) H2H C	100	hrt	4																				0
AlbinoRoach (N)			1						Act 3 (N) H2H B	100	hrt	5																				0
DriedCorpse (N)			1						Act 2 (N) H2H A	100	hrt	1	sol	1																		0
Decayed (N)			1						Act 2 (N) H2H A	100	hrt	2	sol	2																		0
Embalmed (N)			1						Act 2 (N) H2H B	100	hrt	3	sol	3																		0
PreservedDead (N)			1						Act 3 (N) H2H B	100	hrt	4	sol	4																		0
Cadaver (N)			1						Act 3 (N) H2H C	100	hrt	5	sol	5																		0
HollowOne (N)			1						Act 2 (N) Cast A	100	hrt	1	sol	1																		0
Guardian (N)			1						Act 2 (N) Cast B	100	hrt	2	sol	2																		0
Unraveler (N)			1						Act 2 (N) Cast C	100	hrt	3	sol	3																		0
Horadrim Ancient (N)			1						Act 3 (N) Cast B	100	hrt	4	sol	4																		0
BaalMummy (N)			1						Act 5 (N) Cast B	100	hrt	5	sol	5																		0
Gloam (N)			1						Act 3 (N) Wraith A	100	sol	1																				0
SwampGhost (N)			1						Act 3 (N) Wraith B	100	sol	2																				0
BurningSoul (N)			1						Act 4 (N) Wraith A	100	sol	3																				0
BlackSoul (N)			1						Act 4 (N) Wraith B	100	sol	4																				0
Arach (N)			1						Act 1 (N) H2H C	100	hrt	1	fng	1																		0
SandFisher (N)			1						Act 2 (N) H2H A	100	hrt	2	fng	2																		0
PoisonSpinner (N)			1						Act 3 (N) H2H A	100	hrt	3	fng	3																		0
FlameSpider (N)			1						Act 3 (N) H2H A	100	hrt	4	fng	4																		0
SpiderMagus (N)			1						Act 3 (N) H2H B	100	hrt	5	fng	5																		0
ThornedHulk (N)			1						Act 3 (N) H2H A	100	hrt	1	qll	1																		0
BrambleHulk (N)			1						Act 3 (N) H2H A	100	hrt	2	qll	2																		0
Thrasher (N)			1						Act 3 (N) H2H B	100	hrt	3	qll	3																		0
Spikefist (N)			1						Act 4 (N) H2H A	100	hrt	4	qll	4																		0
GhoulLord (N)			1						Act 2 (N) Cast C	100	8ls	2	scz	2																		0
NightLord (N)			1						Act 3 (N) Cast B	100	8cs	3	scz	3																		0
DarkLord (N)			1						Act 3 (N) Cast B	100	8bs	4	scz	4																		0
BloodLord (N)			1						Act 3 (N) Cast C	100	8ws	5	scz	5																		0
Banished (N)			1						Act 1 (N) Cast A	100	8ss	1	scz	1																		0
DesertWing (N)			1						Act 2 (N) H2H A	100	hrt	1																				0
Fiend (N)			1						Act 2 (N) H2H B	100	hrt	2																				0
Gloombat (N)			1						Act 3 (N) H2H A	100	hrt	3																				0
BloodDiver (N)			1						Act 3 (N) H2H B	100	hrt	4																				0
DarkFamiliar (N)			1						Act 3 (N) H2H C	100	hrt	5																				0
RatMan (N)			1						Act 1 (N) H2H C	100	hrt	1	brz	1																		0
Fetish (N)			1						Act 3 (N) H2H A	100	hrt	2	brz	2																		0
Flayer (N)			1						Act 3 (N) H2H A	100	hrt	3	brz	3																		0
SoulKiller (N)			1						Act 3 (N) H2H B	100	hrt	4	brz	4																		0
StygianDoll (N)			1						Act 3 (N) H2H B	100	hrt	5	brz	5																		0
DarkRanger (N)			1						Act 1 (N) Miss A	100	8hb	1	jaw	1																		0
VileArcher (N)			1						Act 1 (N) Miss B	100	8lb	2	jaw	2																		0
DarkArcher (N)			1						Act 1 (N) Miss B	100	8cb	3	jaw	3																		0
BlackArcher (N)			1						Act 1 (N) Miss C	100	8l8	4	jaw	4																		0
FleshArcher (N)			1						Act 3 (N) Miss B	100	8lw	5	jaw	5																		0
DarkSpearwoman (N)			1						Act 1 (N) H2H A	100	9sr	1																				0
VileLancer (N)			1						Act 1 (N) H2H B	100	9tr	2																				0
DarkLancer (N)			1						Act 1 (N) H2H B	100	9br	3																				0
BlackLancer (N)			1						Act 1 (N) H2H C	100	9st	4																				0
FleshLancer (N)			1						Act 3 (N) H2H B	100	9p9	5																				0
SkeletonArcher (N)			1						Act 1 (N) Miss B	100	8sb	1	jaw	1																		0
ReturnedArcher (N)			1						Act 1 (N) Miss B	100	8hb	2	jaw	2																		0
BoneArcher (N)			1						Act 1 (N) Miss C	100	8lb	3	jaw	3																		0
BurningDeadArcher (N)			1						Act 2 (N) Miss A	100	8l8	4	jaw	4																		0
HorrorArcher (N)			1						Act 2 (N) Miss B	100	8lw	5	jaw	5																		0
Blunderbore (N)			1						Act 2 (N) H2H B	100	9wh	1	scz	1																		0
Gorbelly (N)			1						Act 2 (N) H2H C	100	9m9	2	scz	2																		0
Mauler (N)			1						Act 3 (N) H2H C	100	9m9	3	scz	3																		0
Urdar (N)			1						Act 4 (N) H2H A	100	9gm	4	scz	4																		0
Undead RatMan (N)			1						Act 1 (N) H2H C	100	sol	1																				0
Undead Fetish (N)			1						Act 3 (N) H2H A	100	sol	2																				0
Undead Flayer (N)			1						Act 3 (N) H2H A	100	sol	3																				0
Undead SoulKiller (N)			1						Act 3 (N) H2H B	100	sol	4																				0
Undead StygianDoll (N)			1						Act 3 (N) H2H B	100	sol	5																				0
Zakarumite (N)			1						Act 3 (N) H2H A	100	hrt	1	spe	1																		0
Faithful (N)			1						Act 3 (N) H2H B	100	hrt	2	spe	2																		0
Zealot (N)			1						Act 3 (N) H2H B	100	hrt	3	spe	3																		0
Sexton (N)			1						Act 3 (N) Cast A	100	hrt	1	eyz	1																		0
Cantor (N)			1						Act 3 (N) Cast B	100	hrt	2	eyz	2																		0
Heirophant1 (N)			1						Act 3 (N) Cast B	100	hrt	3	eyz	3																		0
Heirophant2 (N)			1						Act 3 (N) Cast B	100	hrt	4	eyz	4																		0
Swamp Dweller (N)			1						Act 3 (N) H2H A	100	hrt	1																				0
Bog Creature (N)			1						Act 3 (N) H2H A	100	hrt	2																				0
Slime Prince (N)			1						Act 3 (N) H2H B	100	hrt	3																				0
ReturnedMage (N)			1						Act 1 (N) Cast B	100	sol	1																				0
BoneMage (N)			1						Act 1 (N) Cast C	100	sol	2																				0
BurningDeadMage (N)			1						Act 2 (N) Cast A	100	sol	3																				0
HorrorMage (N)			1						Act 2 (N) Cast B	100	sol	4																				0
RatManShaman (N)			1						Act 1 (N) Cast C	100	hrt	1	brz	1																		0
FetishShaman (N)			1						Act 3 (N) Cast A	100	hrt	2	brz	2																		0
FlayerShaman (N)			1						Act 3 (N) Cast B	100	hrt	3	brz	3																		0
SoulKillerShaman (N)			1						Act 3 (N) Cast B	100	hrt	4	brz	4																		0
StygianDollShaman (N)			1						Act 3 (N) Cast B	100	hrt	5	brz	5																		0
SandMaggotQueen (N)			1						Act 2 (N) H2H A	100	hrt	1																				0
RockWormQueen (N)			1						Act 2 (N) H2H A	100	hrt	2																				0
DevourerQueen (N)			1						Act 2 (N) H2H B	100	hrt	3																				0
GiantLampreyQueen (N)			1						Act 3 (N) H2H A	100	hrt	4																				0
WorldKillerQueen (N)			1						Act 4 (N) H2H A	100	hrt	5																				0
NightMarauder (N)			1						Act 3 (N) H2H B	100	hrt	1																				0
FleshSpawner (N)			1						Act 4 (N) Cast A	100	hrt	1																				0
StygianHag (N)			1						Act 4 (N) Cast A	100	hrt	2																				0
Grotesque (N)			1						Act 4 (N) Cast B	100	hrt	3																				0
FleshBeast (N)			1						Act 4 (N) Cast A	100	hrt	1																				0
StygianDog (N)			1						Act 4 (N) Cast A	100	hrt	2																				0
GrotesqueWyrm (N)			1						Act 4 (N) Cast A	100	hrt	3																				0
Groper (N)			1						Act 4 (N) Wraith A	100	hrt	1	eyz	1																		0
Strangler (N)			1						Act 4 (N) Wraith B	100	hrt	2	eyz	2																		0
StormCaster (N)			1						Act 4 (N) Wraith B	100	hrt	3	eyz	3																		0
Corpulent (N)			1						Act 4 (N) H2H A	100	hrt	1	spe	1																		0
CorpseSpitter (N)			1						Act 4 (N) H2H A	100	hrt	2	spe	2																		0
MawFiend (N)			1						Act 4 (N) H2H B	100	hrt	3	spe	3																		0
DoomKnight (N)			1						Act 4 (N) H2H A	100	sol	1	scz	1																		0
AbyssKnight (N)			1						Act 4 (N) H2H B	100	sol	2	scz	2																		0
OblivionKnight (N)			1						Act 4 (N) H2H B	100	sol	3	scz	3																		0
QuillBear (N)			1						Act 1 (N) H2H A	100	hrt	1	qll	1																		0
SpikeGiant (N)			1						Act 1 (N) H2H B	100	hrt	2	qll	2																		0
ThornBrute (N)			1						Act 1 (N) H2H B	100	hrt	3	qll	3																		0
RazorBeast (N)			1						Act 1 (N) H2H C	100	hrt	4	qll	4																		0
GiantUrchin (N)			1						Act 2 (N) H2H C	100	hrt	5	qll	5																		0
Balrog (N)			1						Act 4 (N) H2H A	100	hrt	1	hrn	1																		0
PitLord (N)			1						Act 4 (N) H2H B	100	hrt	2	hrn	2																		0
VenomLord (N)			1						Act 4 (N) H2H B	100	hrt	3	hrn	3																		0
Slinger (N)			1						Act 2 (N) Miss A	100	hrt	1	tal	1																		0
SpearCat (N)			1						Act 2 (N) Miss A	100	hrt	2	tal	2																		0
NightSlinger (N)			1						Act 2 (N) Miss B	100	hrt	3	tal	3																		0
HellSlinger (N)			1						Act 2 (N) Miss C	100	hrt	4	tal	4																		0
ReturnedMage2 (N)			1						Act 1 (N) Cast B	100	sol	1																				0
BoneMage2 (N)			1						Act 1 (N) Cast C	100	sol	2																				0
BaalColdMage (N)			1						Act 5 (N) Cast A	100	sol	3																				0
HorrorMage2 (N)			1						Act 2 (N) Cast B	100	sol	4																				0
ReturnedMage3 (N)			1						Act 1 (N) Cast B	100	sol	1																				0
BoneMage3 (N)			1						Act 1 (N) Cast C	100	sol	2																				0
BurningDeadMage3 (N)			1						Act 2 (N) Cast A	100	sol	3																				0
HorrorMage3 (N)			1						Act 2 (N) Cast B	100	sol	4																				0
ReturnedMage4 (N)			1						Act 1 (N) Cast B	100	sol	1																				0
BoneMage4 (N)			1						Act 1 (N) Cast C	100	sol	2																				0
BurningDeadMage4 (N)			1						Act 2 (N) Cast A	100	sol	3																				0
HorrorMage4 (N)			1						Act 2 (N) Cast B	100	sol	4																				0
SpearCat2 (N)			1						Act 2 (N) Miss A	100	ssp	1	tal	1																		0
RatMan1 (N)			1						Act 1 (N) H2H C	100	hrt	1	brz	1																		0
RatMan2 (N)			1						Act 3 (N) H2H B	100	hrt	1	brz	1																		0
RotWalker (N)			1						Act 5 (N) H2H A	100	sol	1																				0
ReanimatedHorde (N)			1						Act 5 (N) H2H B	100	sol	2																				0
ProwlingDead (N)			1						Act 5 (N) H2H B	100	sol	3																				0
UnholyCorpse (N)			1						Act 5 (N) H2H C	100	sol	4																				0
DefiledWarrior (N)			1						Act 5 (N) H2H C	100	sol	5																				0
Siege Beast (N)			1						Act 5 (N) H2H C	200	hrt	2	xms	1																		0
CrushBiest (N)			1						Act 5 (N) H2H C	200	hrt	4	xms	2																		0
BloodBringer (N)			1						Act 5 (N) H2H C	200	hrt	6	xms	3																		0
GoreBearer (N)			1						Act 5 (N) H2H C	200	hrt	8	xms	4																		0
DeamonSteed (N)			1						Act 5 (N) H2H C	200	hrt	10	xms	5																		0
SnowYeti1 (N)			1						Act 5 (N) H2H B	100	hrt	1	scz	1																		0
SnowYeti2 (N)			1						Act 5 (N) H2H B	100	hrt	2	scz	2																		0
SnowYeti3 (N)			1						Act 5 (N) H2H B	100	hrt	3	scz	3																		0
SnowYeti4 (N)			1						Act 5 (N) H2H C	100	hrt	4	scz	4																		0
WolfRider1 (N)			1						Act 5 (N) H2H A	100																						0
WolfRider2 (N)			1						Act 5 (N) H2H B	100																						0
WolfRider3 (N)			1						Act 5 (N) H2H C	100																						0
Minionexp (N)			1						Act 5 (N) H2H A	100	hrt	1	fng	1																		0
Slayerexp (N)			1						Act 5 (N) H2H A	100	hrt	2	fng	2																		0
IceBoar (N)			1						Act 5 (N) H2H B	100	hrt	3	fng	3																		0
FireBoar (N)			1						Act 5 (N) H2H B	100	hrt	4	fng	4																		0
HellSpawn (N)			1						Act 5 (N) H2H C	100	hrt	5	fng	5																		0
IceSpawn (N)			1						Act 5 (N) H2H C	100	hrt	6	fng	6																		0
GreaterHellSpawn (N)			1						Act 5 (N) H2H B	100	hrt	7	fng	7																		0
GreaterIceSpawn (N)			1						Act 5 (N) H2H B	100	hrt	8	fng	8																		0
Succubusexp (N)			1						Act 5 (N) H2H A	100	hrt	1																				0
VileTemptress (N)			1						Act 5 (N) H2H B	100	hrt	2																				0
StygianHarlot (N)			1						Act 5 (N) H2H B	100	hrt	3																				0
Hell Temptress (N)			1						Act 5 (N) H2H C	100	hrt	4																				0
Blood Temptress (N)			1						Act 5 (N) H2H C	100	hrt	5																				0
Dominus (N)			1						Act 5 (N) Cast A	600	hrt	24	yyy	1																		0
VileWitch (N)			1						Act 5 (N) Cast A	600	hrt	24	yyy	1																		0
StygianFury (N)			1						Act 5 (N) Cast B	600	hrt	24	yyy	1																		0
Blood Witch (N)			1						Act 5 (N) Cast B	600	hrt	24	yyy	1																		0
