name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	*eol
ya Rune	Ya		1	100	25	25	8	0	0	1	11340		r52	r11	r52	16	1	1	0	0	0	flprun	invr-sya			1	r11	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
tsu Rune	Tsu		1	100	29	29	10	0	0	1	16940		r53	r13	r53	16	1	1	0	0	0	flprun	invr-stsu			1	r13	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Za Rune	Sa		1	100	33	0	12	0	0	1	1715		r54	r15	r54	16	1	1	0	0	0	flprun	invr-za			1	r15	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
yu Rune	Yu		1	100	35	35	13	0	0	1	27440		r55	r16	r55	16	1	1	0	0	0	flprun	invr-syu			1	r16	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ge Rune	Ke		1	100	37	37	14	0	0	1	31500		r56	r17	r56	16	1	1	0	0	0	flprun	invr-ge			1	r17	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Go Rune	Ko		1	100	41	41	16	0	0	1	40460		r57	r19	r57	16	1	1	0	0	0	flprun	invr-go			1	r19	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Bo Rune	Ho		1	100	47	47	19	0	0	1	56000		r58	r22	r58	16	1	1	0	0	0	flprun	invr-bo			1	r59	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Po Rune	Ho		1	100	47	47	19	0	0	1	56000		r59	r22	r59	16	1	1	0	0	0	flprun	invr-po			1	r22	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Da Rune	Ta		1	100	53	53	22	0	0	1	74060		r60	r25	r60	16	1	1	0	0	0	flprun	invr-da			1	r25	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Do Rune	To		1	100	55	55	23	0	0	1	80640		r61	r26	r61	16	1	1	0	0	0	flprun	invr-do			1	r26	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ba Rune	Ha		1	100	59	59	25	0	0	1	94640		r62	r28	r62	16	1	1	0	0	0	flprun	invr-ba			1	r63	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Pa Rune	Ha		1	100	59	59	25	0	0	1	94640		r63	r28	r63	16	1	1	0	0	0	flprun	invr-pa			1	r28	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Ze Rune	Se		1	100	65	65	28	0	0	1	117740		r64	r31	r64	16	1	1	0	0	0	flprun	invr-ze			1	r31	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Bu Rune	Fu		1	100	67	67	29	0	0	1	126000		r65	r32	r65	16	1	1	0	0	0	flprun	invr-bu			1	r66	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Pu Rune	Fu		1	100	67	67	29	0	0	1	126000		r66	r32	r66	16	1	1	0	0	0	flprun	invr-pu			1	r32	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Bi Rune	Hi		1	100	46	46	31	0	0	1	134493		r67	r21	r67	16	1	1	0	0	0	flprun	invr-bi			1	r68	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Pi Rune	Hi		1	100	46	46	31	0	0	1	134493		r68	r21	r68	16	1	1	0	0	0	flprun	invr-pi			1	r34	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
De Rune	Te		1	100	50	50	34	0	0	1	153393		r69	r24	r69	16	1	1	0	0	0	flprun	invr-de			1	r37	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Zo Rune	So		1	100	52	52	36	0	0	1	165993		r70	r26	r70	16	1	1	0	0	0	flprun	invr-zo			1	r39	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Zu Rune	Su		1	100	57	57	40	0	0	1	191193		r71	r30	r71	16	1	1	0	0	0	flprun	invr-zu			1	r43	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Be Rune	He		1	100	59	59	41	0	0	1	197493		r72	r31	r72	16	1	1	0	0	0	flprun	invr-be			1	r73	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Pe Rune	He		1	100	59	59	41	0	0	1	197493		r73	r31	r73	16	1	1	0	0	0	flprun	invr-pe			1	r44	1	1	0	0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Unique Charm Odd	Charm Odd		0	100	0	0	20	1	0	1	600	32000	dev	rld	dev	16	3	2	0	0	0	flpchm3	invdev	invdev	invdev	0	xxx			0	0	devc		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx						0
Crafted Charm Small	Charm Small		0	100	0	0	16	0	0	1	2000	45000	cc1	rld	cc1	16	1	1	0	0	0	flpchm1	invchm			0	xxx			0	0	scha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx						0
Crafted Charm Medium	Charm Medium		0	100	0	0	8	0	0	1	2000	45000	cc2	rld	cc2	16	1	2	0	0	0	flpchm2	invwnd			0	xxx			0	0	mcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx						0
Crafted Charm Large	Charm Large		0	100	0	0	12	0	0	1	2000	45000	cc3	rld	cc3	16	1	3	0	0	0	flpchm3	invsst			0	xxx			0	0	lcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx						0
