index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
Elemental Jewel	0	1		3		40	30	rin	ring			10	30000	cred	cred						res-all		20	30	res-all-max		5	15	mag%		10	30	dmg-fire		4	10	dmg-ltng		1	16	dmg-cold	75	2	8	dmg-pois	50	21	52	fireskill		2	2																	0
Zodiac Band	0	1		2		50	40	rn2	ring			11	35000	cgrn	cgrn						allskills		1	1	all-stats		10	20																																									0
The One Ring	0	1		1		60	50	rin	ring			12	40000	oran			invrin7				allskills		2	2	regen		-3	-9	res-all		35	45	red-mag		3	4	red-dmg		4	6	mag%		50	50	hp%		15	15	mana%		15	15																	0
Khelek's Crystal Band	0	1		1		60	60	srn	Ring			12	40000	bwht	bwht		invsrn				sor		2	2	res-all		15	15	res-mag		20	40	dmg-to-mana		30	50	mana/lvl	16			cast2		20	20	skill	Energy Shield	3	3	skill	Telekinesis	8	8	mag%		30	30	aura	Sanctuary	2	2									0
Madawc's Frenzy	0	1		1		60	60	brg	Ring			12	40000	oran	oran		invbrg				bar		2	2	str		25	25	red-dmg		7	9	red-mag		6	8	swing2		20	20	dmg/lvl	16			skill	Shout	3	3	skill	Double Throw	5	5	mag%		30	30	move3		25	25									0
Vorador's Essence	0	1		1		60	60	nrn	Ring			12	40000	dgrn	dgrn		invnrn				nec		2	2	skill	Raise Skeletal Mage	4	4	skill	Skeleton Mastery	3	3	move3		25	25	gethit-skill	Decrepify	10	9	dmg-mag		40	80	hit-skill	Bone Spirit	100	5	ac%		17	17	red-dmg		5	7	red-mag		4	6									0
Rock of Aadeyen	0	1		1		60	60	prn	Ring			12	40000	cblu	cblu		invprn				pal		2	2	str		25	25	swing2		20	20	dex		20	20	res-all		25	25	mag%		30	30	skill	Holy Shield	3	3	att/lvl	6			regen		15	15	hp%		15	15									0
Alakashar Rahl	100	1		1		60	60	drn	Ring			12	40000	cgrn	cgrn		invdrn				dru		2	2	str		15	15	att/lvl	10			deadly		40	40	crush		20	20	vit		25	25	mag%		25	25	gold%		25	25	ac%		18	18	dmg%		10	10									0
Elven Blessing	0	1		1		60	60	zrn	Ring			12	40000	cgrn	cgrn		invzrn				ama		2	2	dex		25	25	enr		25	25	att-skill	Chain Lightning	5	12	balance3		30	30	swing2		20	20	move2		20	20	att		150	150	res-all		20	20	mag%		35	35									0
Lilith's Heart	100	1		1		60	60	arn	Ring			12	40000	cred	cred		invarn				ass		2	2	hp%		15	15	reduce-ac		10	10	mana		100	100	red-mag		6	6	charged	Summon Grizzly	1	15	swing2		25	30	balance3		30	30	mag%		35	35	res-all		20	20									0
ES Amulets																																																																					0
Lovers' Pendant	0	1		6		10	5	amu	Amulet			7	15000	cred	cred						regen		7	7	ac		25	25	ac/lvl	4			hp		25	25	hp/lvl	2			gold%		25	25	vit		8	8																					0
Eye of the Witch	0	1		5		20	10	au2	Amulet			8	20000	lblu	lblu						mana		30	30	light		3	3	cast1		15	15	charged	Frozen Armor	20	3	regen-mana		15	15	move1		15	15	hp		-10	-10																					0
Collar of the Minotaur	0	1		4		30	20	amu	Amulet			9	25000	dred	dred						str		10	20	vit		7	15	crush		12	18	dmg-ac		-7	-7	dmg%		12	16	regen		7	9	red-dmg		2	4	oskill	Might	1	1	allskills		1	1													0
Beads of the Guardian	0	1		3		40	30	au2	Amulet			10	30000	lgry	lgry						ac%		15	15	ac/lvl	6			red-dmg		4	6	red-mag		3	5	res-all		20	20	nofreeze		1	1	move2		20	20	dex		10	15	allskills		2	2	oskill	Energy Shield	1	1									0
Eye of the Beholder	0	1		2		50	40	amu	Amulet			11	35000	bwht	bwht						gethit-skill	Glacial Spike	20	3	att-skill	Glacial Spike	20	3	hp		50	50	mana		30	30	cast1		15	15	swing1		10	10	ac		25	25	dmg-norm		2	5	allskills		2	2	oskill	Time Stop	1	1									0
Spellcasters Aide	0	1		1		60	50	au2	Amulet			12	40000	cgrn	cgrn						mana%		20	30	mana		30	60	allskills		2	2																																					0
Jade's Locket	0	1		1		60	60	sam	Amulet			12	40000	cblu	cblu						sor		2	2	cast3		30	30	mana%		15	15	mana/lvl	8			hp/lvl	4			mag%		30	30	res-all		25	25	skill	Enchant	6	6	gethit-skill	Poison Nova	5	24	red-dmg		6	6									0
Khisanth	0	1		1		60	60	bam	Amulet			12	40000	oran	oran						bar		2	2	red-dmg		7	7	red-mag		6	6	skill	Natural Resistance	5	5	skill	Iron Skin	2	2	mag%		25	25	swing3		30	30	hp/lvl	10			str		25	25	regen		7	9									0
Daeveran's Stone	0	1		1		60	60	nam	Amulet			12	40000	blac	blac						nec		2	2	mag%		30	30	charged	Energy Shield	3	6	cast3		30	30	res-all		20	20	hp		60	60	skill	Bone Armor	4	4	regen		20	20	regen-mana		60	60	move2		20	20									0
Holy Deviant	0	1		1		60	60	pam	Amulet			12	40000	blac	blac						pal		2	2	att-skill	Bone Spirit	20	9	abs-mag%		0	20	lifesteal		8	12	manasteal		7	10	gethit-skill	Bone Armor	20	10	skilltab	9	1	1	skill	Conviction	3	3	enr		20	20	str		20	20									0
Grim Creaper	100	1		1		60	60	dam	Amulet			12	40000	dgrn	dgrn						dru		2	2	skill	Cycle of Life	8	8	regen		15	15	crush		15	30	move2		20	20	balance3		35	35	ac%		18	18	dex		30	30	skilltab	15	1	1	dmg-pois	100	256	512	skill	Plague Poppy	8	8	skill	Vines	8	8	0
Valhalla's Pendant	0	1		1		60	60	zam	Amulet			12	40000	bwht	bwht						ama		2	2	skill	Valkyrie	2	4	skilltab	2	1	1	dmg%		15	15	deadly		40	40	gethit-skill	Fist of the Heavens	15	12	hp		60	90	str		30	30	vit		15	15	regen		15	15									0
Sub Sanity	100	1		1		60	60	aam	Amulet			12	40000	cblu	cblu						ass		2	2	dmg%		20	40	skilltab	20	1	1	skill	Dragon Flight	4	4	skill	Quickness	4	4	skill	Shade Armor	4	4	gethit-skill	Attract	10	1	dmg-ac		-20	-30	dex		20	20	enr		20	20	vit		20	20					0
ES Jewels																																																																					0
Jindujun	100	1		1		10	20	jew	Jewel			7	15000	lblu	lblu		invjw4				move3		30	30	dex		10	20	block		5	15	ease		-15	-30																																	0
Bohemian Stone	100	1		1		10	20	jew	Jewel			7	15000	cgrn	cgrn		invjw2				dmg-pois	125	123	123	red-dmg		3	9	red-mag		3	9	regen		5	15	regen-mana		10	30																													0
Smiiiff Stone	100	1		1		10	20	jew	Jewel			7	15000	dgry	dgry		invjw6				crush		10	20	deadly		20	40	str		10	20	vit		10	20																																	0
Larias' Light	100	1		1		20	40	jew	Jewel			8	20000	lyel	lyel		invjw1				stamina%		13	37	oskill	Shadow Master	5	5	oskill	Valkyrie	5	5	dur%		50	50	mag%		10	10																													0
Nexus Star	100	1		1		20	40	jew	Jewel			8	20000	lgld	lgld		invjw6				res-all		15	15	res-all-max		5	5	res-mag		15	15	dmg-mag		25	75	abs-ltng		5	10	gethit-skill	Chain Lightning	25	10	levelup-skill	Thunder Storm	25	40																					0
Icestorm Shard	100	1		1		20	40	jew	Jewel			8	20000	cblu	cblu		invjw2				cold-len		125	250	cold-min		15	45	dmg-cold/lvl	12			cold-max		45	135	abs-cold		5	10	res-cold		25	25	hit-skill	Glacial Spike	25	15	gethit-skill	Frozen Orb	15	10																	0
Lady Eboshi's Greed	100	1		1		40	60	jew	Jewel			10	30000	dpur	dpur		invjw4				gold%		50	50	mag%		25	25	lifesteal		2	2	manasteal		2	2	mana-kill		2	2	demon-heal		2	2	hp%		5	5	mana%		5	5																	0
Sescheronya's Spark	100	1		1		40	60	jew	Jewel			10	30000	lyel	lyel		invjw3				dmg-ltng/lvl	16			ltng-min		4	16	magicarrow		1	1	light-thorns		45	45	ltng-max		64	256	hit-skill	Static Field	20	10	pierce-ltng		10	25																					0
Ideal Craft	100	1		1	1	80	80	jew	Jewel			13	45000	oran	oran		invjw5				res-all		0	15	dmg%		15	25	ac%		15	25	allskills		0	1	addxp		0	15																													0
ES Missiles																																																																					0
Kenji's Winged Arrows	0	1		1		20	15	aq2	Arrows			8	20000	oran	oran						att		100	100	swing1		10	10	dex		10	10	enr		10	10	allskills		1	1	rep-quant	20			dmg%		10	10																					0
Delthanes' Enchanted Bolts	0	1		1		20	15	cq2	Bolts			8	20000	blac	blac						dmg-mag		10	20	dmg-ltng		15	60	dmg-cold	100	5	10	dmg-fire		20	25	mag%		10	10	rep-quant	20			allskills		1	1																					0
Quiver of Prince Ashitaka	0	1		1		40	30	aq2	Arrows			10	30000	cblu	cblu						dmg-demon		100	100	crush		15	15	deadly		20	20	dex		15	15	skill	Evade	2	2	allskills		2	2	rep-quant	100	100	100	regen		-15	-15	rip		1	1													0
Casca's Deadly Bolts	0	1		1		40	30	cq2	Bolts			10	30000	cred	cred						dex		15	15	dmg-ac		-10	-10	swing3		40	40	hit-skill	Amplify Damage	5	3	att		100	100	rep-quant	50			allskills		2	2	dmg/lvl	8			dmg-norm		10	25													0
Legolas' Quiver	0	1		1		60	45	aq2	Arrows			12	40000	cgrn	cgrn						dmg%		20	30	swing1		20	40	skill	Pierce	3	3	dex		20	30	crush/lvl	4			rep-quant	100	100	100	allskills		3	3	dmg-dem/lvl	16			dmg-demon		150	150													0
Borgoff's Bolts	0	1		1		60	45	cq2	Bolts			12	40000	bwht	bwht						swing3		40	60	dmg-mag		50	100	dmg-undead		200	200	skill	Strafe	4	4	allskills		3	3	rep-quant	100			dmg-und/lvl	16			str		10	10	vit		10	10	pierce		50	50	rip		1	1					0
ES Circlets				50																																																																	0
The Diamond Hairband	100	1		1		20	30	ci0	Circlet			8	20000	bwht	bwht						res-all		15	30	red-dmg		5	10	red-mag		4	8	ac/lvl	16			gold%		50	250	mag%		25	125																									0
Zan-Esus' Commitment	100	1		1		30	40	ci1	Coronet			9	25000	cblu	cblu						allskills		1	1	cast3		20	30	mana%		10	20	hp		30	60	skill	Warmth	2	4	sock	2	2	2	dmg%		10	10																					0
Lunar Charm	100	1		1		40	50	ci2	Tiara			10	30000	lgry	lgry						ac%		200	400	dmg-demon		100	300	att-demon		100	300	res-all		20	30	manasteal		3	9	move3		25	35	regen		15	15	allskills		1	2	rip		1	1	addxp		8	8									0
Heart of Jewels	100	1		1		50	60	ci3	Diadem			11	35000	lpur	lpur						res-all		30	40	res-all-max		0	5	allskills		2	2	all-stats		5	20	gold%		100	300	mag%		50	150	skill	Vengeance	3	6	cheap		5	25	addxp		12	12													0
ES Axes																																																																					0
Krok's Basher	0	1		1		4	5	hax	Hand Axe			6	10000	dyel	dyel						dmg%		125	200	crush		10	30	swing1		15	30	dmg/lvl	8			noheal		1	1	res-pois-len		50	50	res-all		5	15	skill	Stun	2	4	att		60	60	att/lvl	4											0
Treefeller	0	1		1		12	9	axe	Axe			7	15000	dgrn	dgrn						dmg%		150	200	openwounds		40	40	swing1		30	40	skill	Axe Mastery	2	3	red-dmg		4	4	dmg/lvl	8																											0
The Skeleton Hunter	0	1		1		20	15	2ax	Double Axe			8	20000	whit	whit						dmg%		75	125	dmg-undead		200	200	att-undead		100	100	res-all		15	30	hp		25	50	hit-skill	Holy Bolt	30	8	res-mag		25	40	dmg/lvl	12			dmg-und/lvl	24			att-und/lvl	8											0
High-General's Pick	0	1		1		28	21	mpi	Military Pick			8	20000	dred	dred						dmg%		140	180	stupidity		1	1	noheal		1	1	swing2		30	40	stamdrain		35	50	dmg/lvl	16			att/lvl	8			allskills		1	1	deadly		25	25													0
Axe of Souls	0	1		1		36	27	wax	War Axe			9	25000	cblu	cblu						dmg%		125	175	res-cold		40	80	dmg-cold	200	100	300	dmg-cold/lvl	24			manasteal		4	8	mana		40	80	mana/lvl	16			hit-skill	Life Tap	5	5	dmg/lvl	10			regen-mana		60	60	sor		1	1	nec		1	1	0
Glowblast	0	1		1		6	8	lax	Large Axe			6	10000	lyel	lyel						dmg%		100	175	dmg-ltng		4	48	dmg-ltng/lvl	60			hit-skill	Charged Bolt	15	7	light		5	5	allskills		1	1																									0
Murderous Axe	0	1		1		14	14	bax	Broad Axe			7	15000	cred	cred						dmg%		150	200	str		25	25	dex		10	10	swing2		15	30	freeze		1	1	bloody	1	1	1	openwounds		100	100	deadly		15	45	crush		10	20	str/lvl	6											0
Lord of Carnage	0	1		1		22	19	btx	Battle Axe			8	20000	blac	blac						dmg%		100	175	swing1		20	30	att%		30	45	dmg/lvl	10			sock	2	2	2	res-all		20	30	pal		2	2	bar		1	1																	0
Raka's Folly	0	1		1		30	25	gax	Great Axe			9	25000	cgrn	cgrn						dmg%		125	200	dmg-pois	50	512	1024	dmg-pois/lvl	40			gethit-skill	Poison Nova	25	5	swing2		20	30	skilltab	7	2	2	oskill	Amplify Damage	1	1	bar		2	2	nec		2	2													0
The Annihilator	0	1		1		38	29	gix	Giant Axe			9	25000	blac	blac						dmg%		150	225	dur		100	100	swing2		20	40	bar		2	2	dmg/lvl	12			att%		30	30	hit-skill	Amplify Damage	15	2	ass		2	3	skill	Tiger Strike	2	3													0
Axe of the Elements	0	1		1		29	36	9ha	Hatchet			8	20000	lpur	lpur						dmg%		100	150	dmg-fire		150	300	dmg-fire/lvl	32			dmg-ltng		1	425	dmg-ltng/lvl	40			dmg-cold		75	225	dmg-cold/lvl	24			dmg-pois	100	384	768	dmg-pois/lvl	48			res-all		15	30	cold-len		300	900	sor		2	2	0
The Butcher's Cleaver	0	1		1		37	39	9ax	Cleaver			9	25000	blac			inv9axu				dmg%		150	225	dmg-min		20	40	str		20	30	ignore-ac		1	1	crush		15	100	dmg-max		30	60	swing3		15	30	str/lvl	4			allskills		1	1	ass		2	2	skill	Blade Shield	3	6					0
Double Bite	0	1		1		45	43	92a	Twin Axe			10	30000	oran	oran						dmg%		125	200	bar		2	2	pal		2	2	dmg-ltng		16	512	dmg-fire		150	300	swing2		30	50	dmg-fire/lvl	40			dmg-ltng/lvl	64			gethit-skill	SNova	50	12	gethit-skill	Nova	50	12									0
Sadistic Warlord	0	1		1		53	45	9mp	Crowbill			11	35000	blac	blac						dmg%		500	500	ease		200	200	noheal		1	1	knock		1	1	howl			96	red-dmg		15	30	deadly		10	20	pal		1	2																	0
Hacker	0	1		1		56	48	9wa	Naga			11	35000	cred	cred						dmg%		150	200	lifesteal		5	15	manasteal		5	15	allskills		2	2	swing2		30	60	dmg/lvl	16			ass		1	1	skill	Shade Armor	2	3	aura	Fanaticism	1	1													0
Wolf Claw	0	1		1		31	35	9la	Military Axe			9	25000	bwht	bwht						dmg%		150	225	dmg-ac		-30	-30	dmg/lvl	12			att%		100	100	crush		10	20	swing2		40	60	lifesteal		3	6	charged	Summon Fenris	3	10	dex		10	30	skill	Wearwolf	6	6	oskill	Wearwolf	6	6	dru		2	2	0
Lifebane	0	1		1		39	39	9ba	Bearded Axe			9	25000	cred	cred						dmg%		150	200	noheal		1	1	stamdrain		100	100	lifesteal		50	100	drain		-50	-100	swing2		30	40	move2		20	30	nec		3	3																	0
Fleshchew	0	1		1		47	41	9bt	Tabar			10	30000	cred	cred						dmg%		160	220	openwounds		99	99	noheal		1	1	att		150	300	dmg/lvl	12			hit-skill	Amplify Damage	10	5	crush			66	lifesteal		3	3	att/lvl	4			dru		2	3									0
Griswold's Revenge	0	1		1		50	42	9ga	Gothic Axe			11	35000	oran	oran						dmg%		155	210	deadly		30	90	crush		11	33	openwounds		40	80	lifesteal		6	12	manasteal		6	12	dmg-cold		150	300	ac/lvl	16			allskills		2	2	dmg-cold/lvl	40			cold-len		300	900	pal		1	1	0
Lifecleaver	0	1		1		53	45	9gi	Ancient Axe			11	35000	cred	cred						dmg%		150	200	deadly		25	75	dmg-ac		-100	-100	bar		1	1	lifesteal		5	30	swing2		10	30	allskills		2	2	ass		1	2	ease		-15	-25													0
Rohmshun	0	1		1		54	63	0ha	Barbarian Tomahawk			11	35000	dblu	dblu						dmg%		150	200	dmg-pois	100	768	1536	openwounds		35	35	dmg-mag		180	360	dmg-pois/lvl	40			swing1		40	40	ease		-20	-40	cast3		30	30	mana-kill		10	12	heal-kill		10	12	nec		2	2	sor		2	2	0
Alea Jacta Est	0	1		1		62	68	0ax	Precision Cleaver			12	40000	cred	cred						dmg%		200	250	lifesteal		5	8	manasteal		3	5	ease		30	30	att%		50	50	deadly		20	40	skill	Aura of Divinity	1	2	oskill	Valkyrie	10	10	pal		2	2	gethit-skill	Fist of the Heavens	15	15	str		15	30	vit		15	30	0
Thorgrim's Saviour	0	1		1		70	71	82a	Duo-Axe			13	45000	cblu	cblu						dmg%		175	225	balance2		10	30	hp%		10	30	att/lvl	16			regen		10	30	sock	2	2	2	dmg/lvl	12			indestruct		1	1	dru		2	2	bar		2	2	lifesteal		3	5					0
Gold Digger	0	1		1		73	73	0mp	Razor Axe			13	45000	lyel	lyel						dmg%		150	200	gold%		300	300	mag%		25	25	dur%		50	50	oskill	Find Potion	6	6	mag%/lvl	20			gold%/lvl	20			oskill	Find Item	4	4	ass		1	2	move3		25	35									0
Iceshard	0	1		1		75	77	0wa	Viking Axe			13	45000	cblu	cblu						dmg%		200	200	dmg-cold	625	500	600	freeze		3	3	ignore-ac		1	1	manasteal		18	18	abs-cold%		20	30	nofreeze		1	1	dmg-cold/lvl	40			skilltab	5	3	3	sor		1	2	cast3		25	35	mana-kill		12	14	0
Focus of Unlife	0	1		1		56	74	0la	Brawn Axe			11	35000	blac	blac						dmg%		175	225	dmg-undead		250	300	dmg-mag		250	500	att-undead		400	500	regen		-10	-10	nec		2	3	manasteal		10	20	ease		-100	-100	crush		60	60	skilltab	8	1	2	cast3		25	35	regen-mana		80	120	0
Wicked Axe	0	1		1		64	70	0ba	Heavy Axe			12	40000	blac	blac						dmg%		175	200	att		200	250	att%		25	25	ac		100	150	dex		15	20	vit		10	15	mana		20	30	dmg/lvl	20			ease		40	40	red-dmg		5	15	bar		2	3	aura	Concentration	1	1	0
Meat Cleaver	0	1		1		72	71	0bt	Split Axe			13	45000	cred	cred						dmg%		150	200	hp		100	150	skill	Axe Mastery	5	5	dmg-ac		-20	-20	hp/lvl	16			att%		25	25	swing2		30	40	lifesteal		5	15	oskill	Axe Mastery	5	5	ass		2	3	ease		-20	-30					0
Wings of the Fallen Phoenix	0	1		1		73	70	0ga	Guillotine Axe			13	45000	lgld	lgld						dmg%		175	225	regen		150	250	regen-mana		100	200	dmg-fire		500	1000	res-fire		40	75	abs-fire%		15	20	dmg-fire/lvl	40			att-skill	Fire Ball	30	18	gethit-skill	Nova	30	16	hp/lvl	8			skilltab	3	3	3	sor		2	3	0
Barbaric Devastator	0	1		1		75	73	0gi	Slayer Axe			13	45000	dpur	dpur						dmg%		150	250	dmg-min		15	30	bar		3	3	ignore-ac		1	1	lifesteal		4	6	manasteal		4	6	regen		-5	-10	move3		30	30	swing3		30	30													0
ES Wands & Necro Scythes/Daggers																																																																					0
The Green Lantern	0	1		1		4	5	wnd	Wand			6	10000	cred	cred						nec		1	1	res-pois-len		50	50	str		10	20	ac		30	60	skill	Amplify Damage	2	4	skilltab	7	1	1	ac/lvl	12			red-dmg		2	4	red-mag		2	4	regen		10	10									0
Master of Puppets	0	1		1		10	19	nsy	Wretched Scythe			7	15000	dgry	dgry						nec		2	3	mana%		10	25	ac		75	150	mana		40	80	skilltab	8	2	3	mana/lvl	16			dmg-und/lvl	28			dmg%		150	150	skill	Raise Skeleton	2	4	skill	Revive	2	4	skill	Clay Golem	2	4					0
Necromonic Tool	0	1		1		17	14	ywn	Yew Wand			7	15000	dblu	dblu						nec		1	1	mana		30	60	dmg-to-mana		35	50	cast2		15	30	balance2		30	30	skilltab	8	1	2	skill	Skeleton Mastery	2	4	skill	Revive	2	2																	0
Lucrecius' Power	0	1		1		24	20	bwn	Bone Wand			8	20000	cgrn	cgrn						nec		1	1	mana		40	80	dmg-to-mana		50	75	cast3		20	40	half-freeze		1	1	freeze		1	1	mana/lvl	8			hp/lvl	8																			0
Wand of Spirits	0	1		1		31	28	gwn	Grim Wand			9	25000	lblu	lblu						dru		2	2	str		20	30	dex		20	30	res-all		15	30	regen-mana		50	50	skill	Oak Sage	2	4	skill	Heart of Wolverine	2	4	skilltab	15	2	2	cast2		20	20													0
The Jugalator	0	1		1		33	26	nrd	Ritualistic Dagger			9	25000	cblu	cblu						nec		2	2	openwounds		100	100	lifesteal		100	100	bloody		1	1	swing3		70	70	dmg/lvl	16			dmg-min		9	9	rip		1	1	indestruct		1	1	sock	1	1	1									0
Cinderspark	0	1		1		29	33	9wn	Burnt Wand			8	20000	lred	lred						nec		1	1	sor		1	1	dmg-fire		200	400	dmg-ltng		50	500	fireskill		3	3	ignore-ac		1	1	cast3		20	40	dmg-ltng/lvl	64			dmg-fire/lvl	40			hit-skill	Chain Lightning	60	10	hit-skill	Meteor	60	10					0
Blade of the Reaper	0	1		1		35	42	9ns	Dire Scythe			9	25000	blac	blac						nec		3	4	dmg%		200	250	ease		-50	-100	ignore-ac		1	1	manasteal		30	85	mana-kill		10	20	noheal		1	1	light		-5	-5	dmg-mag		250	500	crush		50	50	dmg/lvl	24			dmg-mag/lvl	48			0
Rusalka's Femur	0	1		1		42	35	9yw	Petrified Wand			10	30000	lblu	lblu						nec		2	2	sor		2	2	mana		150	200	sock	2	2	2	hp		45	90	cast1		10	20	red-dmg		5	10	oskill	Nova	6	6	oskill	Bone Spirit	6	6													0
Wand of Rathma	0	1		1		44	36	9bw	Tomb Wand			10	30000	dgry	dgry						bar		2	3	lifesteal		50	100	deadly		50	100	mana-kill		6	18	dmg%		500	500	ignore-ac		1	1	mana/lvl	8			cast2		20	30	skill	War Cry	3	6	oskill	Blade Shield	3	6									0
Skull of Horazon	0	1		1		49	41	9gw	Grave Wand			10	30000	dgry	dgry						nec		4	6	mana%		50	50	drain		-80	-80	lifesteal		100	100	dmg%		500	750	swing3		50	100	att		600	800	att/lvl	10			oskill	Wearwolf	5	5	oskill	Summon Fenris	5	5									0
