Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	divide	multiply	add
of Substinence	100	1	1	28		21				10	27	hp		21	25									1	dred	lcha										0	0	0
of Substinence	100	1	1	39		29				10	27	hp		26	30									1	lred	lcha										0	0	0
of Substinence	100	1	1	52		39				10	27	hp		31	35									1	lred	lcha										0	0	0
of Vita	100	1		65		49				10	27	hp		36	40									1	lred	lcha										0	0	0
of Vita	100	1		79		59				10	27	hp		41	45									1	cred	lcha										0	0	0
of Vita	100	1		95		71				10	27	hp		46	50									1	cred	lcha										0	0	0
of Life	100	1	1	1		6				10	27	hp		6	10									1	dred	mcha										0	0	0
of Life	100	1	1	12		13				10	27	hp		11	15									1	dred	mcha										0	0	0
of Substinence	100	1	1	26		21				10	27	hp		16	20									1	dred	mcha										0	0	0
of Substinence	100	1	1	42		29				10	27	hp		21	25									1	lred	mcha										0	0	0
of Vita	100	1		58		39				10	27	hp		26	30									1	lred	mcha										0	0	0
of Vita	100	1		74		50				10	27	hp		31	35									1	cred	mcha										0	0	0
of Life	100	1	1	1		13				10	27	hp		5	10									1	dred	scha										0	0	0
of Substinence	100	1	1	23		21				10	27	hp		11	15									1	dred	scha										0	0	0
of Vita	100	1		47		39				10	27	hp		16	20									1	lred	scha										0	0	0
of Strength	100	1	1	1		1				10	30	str		3	4									1	dpur	lcha										0	0	0
of Strength	100	1	1	14		10				10	30	str		5	6									1	lpur	lcha										0	0	0
of Strength	100	1	1	3		2				10	30	str		2	3									1	dpur	mcha										0	0	0
of Strength	100	1	1	18		13				10	30	str		4	5									1	lpur	mcha										0	0	0
of Strength	100	1	1	7		5				10	30	str		1	1									1	dpur	scha										0	0	0
of Strength	100	1	1	22		16				10	30	str		2	2									1	lpur	scha										0	0	0
of Dexterity	100	1	1	1		1				10	31	dex		3	4									1	dgrn	lcha										0	0	0
of Dexterity	100	1	1	14		10				10	31	dex		5	6									1	cgrn	lcha										0	0	0
of Dexterity	100	1	1	3		2				10	31	dex		2	3									1	dgrn	mcha										0	0	0
of Dexterity	100	1	1	18		13				10	31	dex		4	5									1	cgrn	mcha										0	0	0
of Dexterity	100	1	1	7		5				10	31	dex		1	1									1	dgrn	scha										0	0	0
of Dexterity	100	1	1	22		16				10	31	dex		2	2									1	cgrn	scha										0	0	0
of Shielding	100	1		90		65				10	32	res-all	0	9	10	res-all-max	0	3	3					1	lpur	lcha										0	0	0
of Shielding	100	1		90		65				10	32	res-all	0	7	8	res-all-max	0	2	2					1	lpur	mcha										0	0	0
of Shielding	100	1		90		65				10	32	res-all	0	5	6	res-all-max	0	1	1					1	lpur	scha										0	0	0
of the Collector	100	1	1	6		5				1	33	mag%/lvl	1											1	lgld	lcha										0	0	0
of the Collector	100	1	1	12		10				1	33	mag%/lvl	2											1	lgld	lcha										0	0	0
of the Collector	100	1	1	24		20				1	33	mag%/lvl	3											1	lgld	lcha										0	0	0
of the Collector	100	1	1	48		40				1	33	mag%/lvl	4											1	lgld	lcha										0	0	0
of the Collector	100	1	1	72		60				1	33	mag%/lvl	5											1	lgld	lcha										0	0	0
of the Collector	100	1	1	6		5				1	33	mag%/lvl	1											1	lgld	mcha										0	0	0
of the Collector	100	1	1	12		10				1	33	mag%/lvl	2											1	lgld	mcha										0	0	0
of the Collector	100	1	1	24		20				1	33	mag%/lvl	3											1	lgld	mcha										0	0	0
of the Collector	100	1	1	48		40				1	33	mag%/lvl	4											1	lgld	mcha										0	0	0
of the Collector	100	1	1	72		60				1	33	mag%/lvl	5											1	lgld	mcha										0	0	0
of the Collector	100	1	1	6		5				1	33	mag%/lvl	1											1	lgld	scha										0	0	0
of the Collector	100	1	1	12		10				1	33	mag%/lvl	2											1	lgld	scha										0	0	0
of the Collector	100	1	1	24		20				1	33	mag%/lvl	3											1	lgld	scha										0	0	0
of the Collector	100	1	1	48		40				1	33	mag%/lvl	4											1	lgld	scha										0	0	0
of the Collector	100	1	1	72		60				1	33	mag%/lvl	5											1	lgld	scha										0	0	0
of the Rogue	100	1	1	6		5				1	33	mag%/lvl	1											1	dgld	lcha										0	0	0
of the Rogue	100	1	1	12		10				1	33	mag%/lvl	2											1	dgld	lcha										0	0	0
of the Rogue	100	1	1	24		20				1	33	mag%/lvl	3											1	dgld	lcha										0	0	0
of the Rogue	100	1	1	48		40				1	33	mag%/lvl	4											1	dgld	lcha										0	0	0
of the Rogue	100	1	1	72		60				1	33	mag%/lvl	5											1	dgld	lcha										0	0	0
of the Rogue	100	1	1	6		5				1	33	mag%/lvl	1											1	dgld	mcha										0	0	0
of the Rogue	100	1	1	12		10				1	33	mag%/lvl	2											1	dgld	mcha										0	0	0
of the Rogue	100	1	1	24		20				1	33	mag%/lvl	3											1	dgld	mcha										0	0	0
of the Rogue	100	1	1	48		40				1	33	mag%/lvl	4											1	dgld	mcha										0	0	0
of the Rogue	100	1	1	72		60				1	33	mag%/lvl	5											1	dgld	mcha										0	0	0
of the Rogue	100	1	1	6		5				1	33	mag%/lvl	1											1	dgld	scha										0	0	0
of the Rogue	100	1	1	12		10				1	33	mag%/lvl	2											1	dgld	scha										0	0	0
of the Rogue	100	1	1	24		20				1	33	mag%/lvl	3											1	dgld	scha										0	0	0
of the Rogue	100	1	1	48		40				1	33	mag%/lvl	4											1	dgld	scha										0	0	0
of the Rogue	100	1	1	72		60				1	33	mag%/lvl	5											1	dgld	scha										0	0	0
of the Valiant	100	1	1	13		8				1	34	dmg/lvl	1											1	dgry	lcha										0	0	0
of the Valiant	100	1	1	26		16				1	34	dmg/lvl	2											1	dgry	lcha										0	0	0
of the Valiant	100	1	1	39		24				1	34	dmg/lvl	3											1	dgry	lcha										0	0	0
of the Valiant	100	1	1	52		32				1	34	dmg/lvl	4											1	dgry	lcha										0	0	0
of the Valiant	100	1	1	65		40				1	34	dmg/lvl	5											1	dgry	lcha										0	0	0
of the Valiant	100	1	1	13		8				1	34	dmg/lvl	1											1	dgry	mcha										0	0	0
of the Valiant	100	1	1	26		16				1	34	dmg/lvl	2											1	dgry	mcha										0	0	0
of the Valiant	100	1	1	39		24				1	34	dmg/lvl	3											1	dgry	mcha										0	0	0
of the Valiant	100	1	1	52		32				1	34	dmg/lvl	4											1	dgry	mcha										0	0	0
of the Valiant	100	1	1	65		40				1	34	dmg/lvl	5											1	dgry	mcha										0	0	0
of the Valiant	100	1	1	13		8				1	34	dmg/lvl	1											1	dgry	scha										0	0	0
of the Valiant	100	1	1	26		16				1	34	dmg/lvl	2											1	dgry	scha										0	0	0
of the Valiant	100	1	1	39		24				1	34	dmg/lvl	3											1	dgry	scha										0	0	0
of the Valiant	100	1	1	52		32				1	34	dmg/lvl	4											1	dgry	scha										0	0	0
of the Valiant	100	1	1	65		40				1	34	dmg/lvl	5											1	dgry	scha										0	0	0
of the Wicked	100	1	1	13		8				1	34	dmg/lvl	1											1	blac	lcha										0	0	0
of the Wicked	100	1	1	26		16				1	34	dmg/lvl	2											1	blac	lcha										0	0	0
of the Wicked	100	1	1	39		24				1	34	dmg/lvl	3											1	blac	lcha										0	0	0
of the Wicked	100	1	1	52		32				1	34	dmg/lvl	4											1	blac	lcha										0	0	0
of the Wicked	100	1	1	65		40				1	34	dmg/lvl	5											1	blac	lcha										0	0	0
of the Wicked	100	1	1	13		8				1	34	dmg/lvl	1											1	blac	mcha										0	0	0
of the Wicked	100	1	1	26		16				1	34	dmg/lvl	2											1	blac	mcha										0	0	0
of the Wicked	100	1	1	39		24				1	34	dmg/lvl	3											1	blac	mcha										0	0	0
of the Wicked	100	1	1	52		32				1	34	dmg/lvl	4											1	blac	mcha										0	0	0
of the Wicked	100	1	1	65		40				1	34	dmg/lvl	5											1	blac	mcha										0	0	0
of the Wicked	100	1	1	13		8				1	34	dmg/lvl	1											1	blac	scha										0	0	0
of the Wicked	100	1	1	26		16				1	34	dmg/lvl	2											1	blac	scha										0	0	0
of the Wicked	100	1	1	39		24				1	34	dmg/lvl	3											1	blac	scha										0	0	0
of the Wicked	100	1	1	52		32				1	34	dmg/lvl	4											1	blac	scha										0	0	0
of the Wicked	100	1	1	65		40				1	34	dmg/lvl	5											1	blac	scha										0	0	0
of Heroes	100	1	1	6		8				1	35	ac%/lvl	1											1	lyel	lcha										0	0	0
of Heroes	100	1	1	12		16				1	35	ac%/lvl	2											1	lyel	lcha										0	0	0
of Heroes	100	1	1	24		24				1	35	ac%/lvl	3											1	lyel	lcha										0	0	0
of Heroes	100	1	1	48		32				1	35	ac%/lvl	4											1	lyel	lcha										0	0	0
of Heroes	100	1	1	72		40				1	35	ac%/lvl	5											1	lyel	lcha										0	0	0
of Heroes	100	1	1	6		8				1	35	ac%/lvl	1											1	lyel	mcha										0	0	0
of Heroes	100	1	1	12		16				1	35	ac%/lvl	2											1	lyel	mcha										0	0	0
of Heroes	100	1	1	24		24				1	35	ac%/lvl	3											1	lyel	mcha										0	0	0
of Heroes	100	1	1	48		32				1	35	ac%/lvl	4											1	lyel	mcha										0	0	0
of Heroes	100	1	1	72		40				1	35	ac%/lvl	5											1	lyel	mcha										0	0	0
of Heroes	100	1	1	6		8				1	35	ac%/lvl	1											1	lyel	scha										0	0	0
of Heroes	100	1	1	12		16				1	35	ac%/lvl	2											1	lyel	scha										0	0	0
of Heroes	100	1	1	24		24				1	35	ac%/lvl	3											1	lyel	scha										0	0	0
of Heroes	100	1	1	48		32				1	35	ac%/lvl	4											1	lyel	scha										0	0	0
of Heroes	100	1	1	72		40				1	35	ac%/lvl	5											1	lyel	scha										0	0	0
of the Lurker	100	1	1	6		8				1	35	ac%/lvl	1											1	dyel	lcha										0	0	0
of the Lurker	100	1	1	12		16				1	35	ac%/lvl	2											1	dyel	lcha										0	0	0
of the Lurker	100	1	1	24		24				1	35	ac%/lvl	3											1	dyel	lcha										0	0	0
of the Lurker	100	1	1	48		32				1	35	ac%/lvl	4											1	dyel	lcha										0	0	0
of the Lurker	100	1	1	72		40				1	35	ac%/lvl	5											1	dyel	lcha										0	0	0
of the Lurker	100	1	1	6		8				1	35	ac%/lvl	1											1	dyel	mcha										0	0	0
of the Lurker	100	1	1	12		16				1	35	ac%/lvl	2											1	dyel	mcha										0	0	0
of the Lurker	100	1	1	24		24				1	35	ac%/lvl	3											1	dyel	mcha										0	0	0
of the Lurker	100	1	1	48		32				1	35	ac%/lvl	4											1	dyel	mcha										0	0	0
of the Lurker	100	1	1	72		40				1	35	ac%/lvl	5											1	dyel	mcha										0	0	0
of the Lurker	100	1	1	6		8				1	35	ac%/lvl	1											1	dyel	scha										0	0	0
of the Lurker	100	1	1	12		16				1	35	ac%/lvl	2											1	dyel	scha										0	0	0
of the Lurker	100	1	1	24		24				1	35	ac%/lvl	3											1	dyel	scha										0	0	0
of the Lurker	100	1	1	48		32				1	35	ac%/lvl	4											1	dyel	scha										0	0	0
of the Lurker	100	1	1	72		40				1	35	ac%/lvl	5											1	dyel	scha										0	0	0
of the Angel	100	1	1	14		10				2	36	hp/lvl	1											1	cred	lcha										0	0	0
of the Angel	100	1	1	28		20				2	36	hp/lvl	2											1	cred	lcha										0	0	0
of the Angel	100	1	1	42		30				2	36	hp/lvl	3											1	cred	lcha										0	0	0
of the Angel	100	1	1	56		40				2	36	hp/lvl	4											1	cred	lcha										0	0	0
of the Angel	100	1	1	70		50				2	36	hp/lvl	5											1	cred	lcha										0	0	0
of the Angel	100	1	1	14		10				2	36	hp/lvl	1											1	cred	mcha										0	0	0
of the Angel	100	1	1	28		20				2	36	hp/lvl	2											1	cred	mcha										0	0	0
of the Angel	100	1	1	42		30				2	36	hp/lvl	3											1	cred	mcha										0	0	0
of the Angel	100	1	1	56		40				2	36	hp/lvl	4											1	cred	mcha										0	0	0
of the Angel	100	1	1	70		50				2	36	hp/lvl	5											1	cred	mcha										0	0	0
of the Angel	100	1	1	14		10				2	36	hp/lvl	1											1	cred	scha										0	0	0
of the Angel	100	1	1	28		20				2	36	hp/lvl	2											1	cred	scha										0	0	0
of the Angel	100	1	1	42		30				2	36	hp/lvl	3											1	cred	scha										0	0	0
of the Angel	100	1	1	56		40				2	36	hp/lvl	4											1	cred	scha										0	0	0
of the Angel	100	1	1	70		50				2	36	hp/lvl	5											1	cred	scha										0	0	0
of the Arch-Angel	100	1	1	14		10				2	36	hp/lvl	1											1	dred	lcha										0	0	0
of the Arch-Angel	100	1	1	28		20				2	36	hp/lvl	2											1	dred	lcha										0	0	0
of the Arch-Angel	100	1	1	42		30				2	36	hp/lvl	3											1	dred	lcha										0	0	0
of the Arch-Angel	100	1	1	56		40				2	36	hp/lvl	4											1	dred	lcha										0	0	0
of the Arch-Angel	100	1	1	70		50				2	36	hp/lvl	5											1	dred	lcha										0	0	0
of the Arch-Angel	100	1	1	14		10				2	36	hp/lvl	1											1	dred	mcha										0	0	0
of the Arch-Angel	100	1	1	28		20				2	36	hp/lvl	2											1	dred	mcha										0	0	0
of the Arch-Angel	100	1	1	42		30				2	36	hp/lvl	3											1	dred	mcha										0	0	0
of the Arch-Angel	100	1	1	56		40				2	36	hp/lvl	4											1	dred	mcha										0	0	0
of the Arch-Angel	100	1	1	70		50				2	36	hp/lvl	5											1	dred	mcha										0	0	0
of the Arch-Angel	100	1	1	14		10				2	36	hp/lvl	1											1	dred	scha										0	0	0
of the Arch-Angel	100	1	1	28		20				2	36	hp/lvl	2											1	dred	scha										0	0	0
of the Arch-Angel	100	1	1	42		30				2	36	hp/lvl	3											1	dred	scha										0	0	0
of the Arch-Angel	100	1	1	56		40				2	36	hp/lvl	4											1	dred	scha										0	0	0
of the Arch-Angel	100	1	1	70		50				2	36	hp/lvl	5											1	dred	scha										0	0	0
Jewels																																				0	0	0
of Faith	100	1	1	23		17				7	3	abs-fire		2	4									1	cred	jewl										0	0	0
of Stoicism	100	1	1	22		16				7	3	abs-ltng		2	4									1	lgld	jewl										0	0	0
of Desire	100	1	1	23		17				7	3	abs-cold		2	4									1	cblu	jewl										0	0	0
of Malice	100	1	1	37		29				10	6	thorns		100	100									1	blac	jewl										0	0	0
of Fervor	100	1		39		31				10	7	swing1		15	15									1	dpur	jewl										0	0	0
of Frigidity	100	1	1	16		12				8	10	cold-min		5	10	cold-max		10	20	cold-len		50	50	1	dblu	jewl										0	0	0
of the Icicle	100	1	1	37		29				8	10	cold-min		11	20	cold-max		21	40	cold-len		50	50	1	dblu	jewl										0	0	0
of the Glacier	100	1		58		50				8	10	cold-min		21	40	cold-max		41	60	cold-len		50	50	1	dblu	jewl										0	0	0
of Passion	100	1	1	15		11				8	12	fire-min		8	16	fire-max		12	24					1	dred	jewl										0	0	0
of Fire	100	1	1	36		28				8	12	fire-min		17	32	fire-max		25	50					1	dred	jewl										0	0	0
of Burning	100	1	1	57		49				8	12	fire-min		33	48	fire-max		51	75					1	dred	jewl										0	0	0
of Ennui	100	1	1	15		11				8	13	ltng-min		1	1	ltng-max		15	30					1	dyel	jewl										0	0	0
of Lightning	100	1	1	36		28				8	13	ltng-min		1	1	ltng-max		31	60					1	dyel	jewl										0	0	0
of Thunder	100	1	1	57		49				8	13	ltng-min		1	1	ltng-max		61	90					1	dyel	jewl										0	0	0
of Ire	100	1	1	4		3				10	14	dmg-max		1	2									1	dgry	jewl										0	0	0
of Wrath	100	1	1	11		8				10	14	dmg-max		3	6									1	blac	jewl										0	0	0
of Carnage	100	1		25		18				10	14	dmg-max		7	12									1	blac	jewl										0	0	0
of Joyfulness	100	1	1	5		3				10	15	dmg-min		1	4									1	whit	jewl										0	0	0
of Bliss	100	1	1	43		37				10	15	dmg-min		5	9									1	whit	jewl										0	0	0
of Envy	100	1	1	1		1				8	16	pois-min		48	48	pois-max		48	144	pois-len		50	50	1	dgrn	jewl										0	0	0
of Daring	100	1	1	7		5				9	17	dex		1	4									1	lgrn	jewl										0	0	0
of Daring	100	1	1	19		14				9	17	dex		5	9									1	dgrn	jewl										0	0	0
of Daring	100	1	1	36		28				9	17	dex		10	13									1	cgrn	jewl										0	0	0
of Truth	100	1	1	44		36				10	18	balance1		7	7									1	dred	jewl										0	0	0
of Honor	100	1	1	47		35				10	19	regen		2	8									1	cred	jewl										0	0	0
of Avarice	100	1	1	1		1				10	21	gold%		5	20									1	lgld	jewl										0	0	0
of Prosperity	100	1	1	26		19				8	22	mag%		5	10									1	dgld	jewl										0	0	0
of Knowledge	100	1	1	9		6				9	23	enr		1	4									1	lblu	jewl										0	0	0
of Knowledge	100	1	1	24		18				9	23	enr		5	9									1	dblu	jewl										0	0	0
of Knowledge	100	1	1	41		33				9	23	enr		10	13									1	cblu	jewl										0	0	0
of Spirit	100	1	1	1		1				10	26	hp		3	8									1	dred	jewl										0	0	0
of Hope	100	1		45		37				10	26	hp		9	20									1	cred	jewl										0	0	0
of Freedom	100	1	1	1		1				9	30	ease		-15	-15									1	dpur	jewl										0	0	0
of Virility	100	1	1	18		13				10	31	str		1	4									1	dred	jewl										0	0	0
of Virility	100	1	1	33		25				10	31	str		5	9									1	dred	jewl										0	0	0
of Virility	100	1	1	50		42				10	31	str		10	13									1	dred	jewl										0	0	0
of the Wolf	100	1	1	6		5				1	32	str/lvl	1											1	lgry	jewl										0	0	0
of the Wolf	100	1	1	12		10				1	32	str/lvl	2											1	lgry	jewl										0	0	0
of the Wolf	100	1	1	24		20				1	32	str/lvl	3											1	lgry	jewl										0	0	0
of the Wolf	100	1	1	48		40				1	32	str/lvl	4											1	lgry	jewl										0	0	0
of the Wolf	100	1	1	72		60				1	32	str/lvl	5											1	lgry	jewl										0	0	0
of the Werewolf	100	1	1	6		5				1	32	str/lvl	1											1	dgry	jewl										0	0	0
of the Werewolf	100	1	1	12		10				1	32	str/lvl	2											1	dgry	jewl										0	0	0
of the Werewolf	100	1	1	24		20				1	32	str/lvl	3											1	dgry	jewl										0	0	0
of the Werewolf	100	1	1	48		40				1	32	str/lvl	4											1	dgry	jewl										0	0	0
of the Werewolf	100	1	1	72		60				1	32	str/lvl	5											1	dgry	jewl										0	0	0
of the Rat	100	1	1	6		5				1	33	dex/lvl	1											1	lgld	jewl										0	0	0
of the Rat	100	1	1	12		10				1	33	dex/lvl	2											1	lgld	jewl										0	0	0
of the Rat	100	1	1	24		20				1	33	dex/lvl	3											1	lgld	jewl										0	0	0
of the Rat	100	1	1	48		40				1	33	dex/lvl	4											1	lgld	jewl										0	0	0
of the Rat	100	1	1	72		60				1	33	dex/lvl	5											1	lgld	jewl										0	0	0
of the Wererat	100	1	1	6		5				1	33	dex/lvl	1											1	blac	jewl										0	0	0
of the Wererat	100	1	1	12		10				1	33	dex/lvl	2											1	blac	jewl										0	0	0
of the Wererat	100	1	1	24		20				1	33	dex/lvl	3											1	blac	jewl										0	0	0
of the Wererat	100	1	1	48		40				1	33	dex/lvl	4											1	blac	jewl										0	0	0
of the Wererat	100	1	1	72		60				1	33	dex/lvl	5											1	blac	jewl										0	0	0
of the Bear	100	1	1	6		5				1	34	vit/lvl	1											1	lgry	jewl										0	0	0
of the Bear	100	1	1	12		10				1	34	vit/lvl	2											1	lgry	jewl										0	0	0
